title,content,date,variant,images,verified,author,rating,product,url,sentiment
👌 Super,No.1 Oneplus nord ce 2 mobile phone,2023-01-01,"Size: 6GB RAM, 128GB Storage Colour: Black Dusk",,Yes,Amazon Customer,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=11,0
So good,Batter,2023-01-03,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,sudhakar ch,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=14,0
Quality phone at reasonable cost,None,2022-12-24,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Rakesh Ganeriwal,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=15,0
Awesome mobile,Budget supercool phone. 19000 hajar me aur kya loge.. One plus ka symbol dekh ke hi paise vasul ho gaye mere,2023-02-06,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,omkar siraskar,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=17,0
Good,6 month free Spotify link????,2023-02-13,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,pargat 97816,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=19,0
Not bad,The media could not be loaded.,2023-01-14,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",https://m.media-amazon.com/images/I/61G-XWxeyOL._SY88.jpg,Yes,Amazon Customer,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=20,0
Great deal in this range🫂💞,Satisfying....,2023-02-14,,,Yes,Guriya s.,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=24,0
Phone,👍,2023-02-16,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,VIKRAM KHAN,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=24,0
Very good,Supar,2023-02-10,,https://m.media-amazon.com/images/I/71q3cNFZldL._SY88.jpg,Yes,Md jahid,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=25,0
Camera quality,Camera quality is not up to the mark.,2022-12-10,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Placeholder,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=27,0
Overall is good,"During watching video through gallery, we can't increase & decrease the speed of video, after minimise window video's is starts position not at resume.",2023-02-01,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",https://m.media-amazon.com/images/I/61CMrgKylpL._SY88.jpg,Yes,Vishal Singh Sisodiya,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=27,0
Better than others,Large battery,2022-12-18,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Vijay kumar,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=27,0
Average,Rear Camera quality is below average.,2022-12-12,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Avi,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=27,0
Camera is awesome,Fast charging. But charge drain quickly.,2022-12-11,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Debbethi Bera,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=28,0
Money waste,Not one plus range,2023-02-17,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Amazon Customer,3.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=28,0
Just an average phone!,"No wireless charging, too heavy, sluggish OS",2023-02-15,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Ravi Sharma,3.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=29,0
बहुत बढ़िया मोबाइल है,एक दम पैसा बसूल मोबइल है,2023-02-03,"Size: 6GB RAM, 128GB Storage Colour: Black Dusk",,Yes,Jitendra,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=29,0
i have faced many time hanging issue,i have faced many time hanging issue,2023-02-04,,,Yes,Vijendra Bijalwan,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=29,0
camera very good,Handy & battery long lasting,2023-02-03,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Dr.Ashoka,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=30,0
Finger sensor not good,Na,2022-12-08,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Kewal sindholia,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=35,0
Awsm,Awsm phone,2022-12-07,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Monika patil,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=36,0
NYC phone,💯,2022-12-04,,,Yes,anjali  kumari,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=36,0
Good ome,Nothing,2022-12-07,"Size: 6GB RAM, 128GB Storage Colour: Black Dusk",https://m.media-amazon.com/images/I/61EWwyvLclL._SY88.jpg,Yes,jnanesh hosalli,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=36,0
Naice,Naice,2022-12-12,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Sk zahir hossain,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=37,0
Grant camera not working,Frant camera not working,2023-01-30,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Basant birla,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=38,0
I got my phone 25Jan 2023 nice camera,Some time touch not faster,2023-01-31,,"https://m.media-amazon.com/images/I/51bon2QbRML._SY88.jpg
https://m.media-amazon.com/images/I/61bW1NgMJ6L._SY88.jpg
https://m.media-amazon.com/images/I/71O6B75qyVL._SY88.jpg",Yes,rakesh kumar,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=39,0
Works decent,"This pop up got stuck while notifying me...after reboot it has got removed, minor bugs are there still working properly.Sometimes feel screen is not much responsive.",2022-11-24,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",https://m.media-amazon.com/images/I/611BwF9Qf7L._SY88.jpg,Yes,Aman Singh,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=40,0
Good One in budget,Nothing,2022-12-04,"Size: 6GB RAM, 128GB Storage Colour: Black Dusk",,Yes,Brijesh Olivera,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=40,0
❤️,❤️❤️❤️❤️❤️,2022-12-02,"Size: 6GB RAM, 128GB Storage Colour: Black Dusk",,Yes,Showkat,4.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=42,0
Completely awesome,Power pack mobile,2023-01-30,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Md shahid equebal,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=42,0
Ishmay autocallrecoding nahi hai,Napasand,2023-02-01,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,prabhas kumar ranjan,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=42,0
Good,Nas,2023-01-31,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Prabina pradhan,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=42,0
Nice luck,Vnice,2023-02-02,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",,Yes,Pandey P.,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=43,0
Ok,गजानन,2023-01-30,"Size: 6GB RAM, 128GB Storage Colour: Black Dusk",,Yes,Amazon Customer,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=45,0
best 👍,Gjb Bro 🎈💐,2023-01-27,"Size: 6GB RAM, 128GB Storage Colour: Blue Tide",https://m.media-amazon.com/images/I/81nE3iekxRL._SY88.jpg,Yes,Shakun Gujjar,5.0,"OnePlus Nord CE 2 Lite 5G (Blue Tide, 6GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Lite-128GB-Storage/product-reviews/B09WQYFLRX/ref=zg-bs_1389432031_sccl_1/258-9771856-7503532?pd_rd_w=PE2Dg&content-id=amzn1.sym.40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_p=40a67462-811c-4fe6-92cc-c87371e20166&pf_rd_r=29MMWY2N1QW0CYJMS68M&pd_rd_wg=dwjrV&pd_rd_r=e3794eef-1e4b-4234-a0e6-4fbe6f353a59&pd_rd_i=B09WQYFLRX&psc=1&pageNumber=45,0
